<PAD>,0
<START>,1
<END>,2
<UNK>,3
Beat,4
Duration_1,5
Duration_10,6
Duration_11,7
Duration_12,8
Duration_13,9
Duration_14,10
Duration_15,11
Duration_16,12
Duration_17,13
Duration_18,14
Duration_19,15
Duration_2,16
Duration_20,17
Duration_21,18
Duration_22,19
Duration_23,20
Duration_24,21
Duration_25,22
Duration_26,23
Duration_27,24
Duration_28,25
Duration_29,26
Duration_3,27
Duration_30,28
Duration_31,29
Duration_32,30
Duration_33,31
Duration_34,32
Duration_35,33
Duration_36,34
Duration_37,35
Duration_38,36
Duration_39,37
Duration_4,38
Duration_40,39
Duration_42,40
Duration_43,41
Duration_44,42
Duration_45,43
Duration_46,44
Duration_47,45
Duration_48,46
Duration_49,47
Duration_5,48
Duration_50,49
Duration_51,50
Duration_52,51
Duration_54,52
Duration_55,53
Duration_56,54
Duration_57,55
Duration_58,56
Duration_59,57
Duration_6,58
Duration_60,59
Duration_61,60
Duration_63,61
Duration_64,62
Duration_66,63
Duration_67,64
Duration_68,65
Duration_69,66
Duration_7,67
Duration_70,68
Duration_71,69
Duration_72,70
Duration_74,71
Duration_75,72
Duration_76,73
Duration_77,74
Duration_78,75
Duration_79,76
Duration_8,77
Duration_80,78
Duration_81,79
Duration_82,80
Duration_83,81
Duration_84,82
Duration_86,83
Duration_88,84
Duration_9,85
Duration_90,86
Duration_93,87
Duration_94,88
Duration_95,89
Duration_96,90
Hands_0,91
Hands_1,92
Pitch_100,93
Pitch_101,94
Pitch_102,95
Pitch_103,96
Pitch_104,97
Pitch_105,98
Pitch_106,99
Pitch_107,100
Pitch_108,101
Pitch_21,102
Pitch_22,103
Pitch_23,104
Pitch_24,105
Pitch_25,106
Pitch_26,107
Pitch_27,108
Pitch_28,109
Pitch_29,110
Pitch_30,111
Pitch_31,112
Pitch_32,113
Pitch_33,114
Pitch_34,115
Pitch_35,116
Pitch_36,117
Pitch_37,118
Pitch_38,119
Pitch_39,120
Pitch_40,121
Pitch_41,122
Pitch_42,123
Pitch_43,124
Pitch_44,125
Pitch_45,126
Pitch_46,127
Pitch_47,128
Pitch_48,129
Pitch_49,130
Pitch_50,131
Pitch_51,132
Pitch_52,133
Pitch_53,134
Pitch_54,135
Pitch_55,136
Pitch_56,137
Pitch_57,138
Pitch_58,139
Pitch_59,140
Pitch_60,141
Pitch_61,142
Pitch_62,143
Pitch_63,144
Pitch_64,145
Pitch_65,146
Pitch_66,147
Pitch_67,148
Pitch_68,149
Pitch_69,150
Pitch_70,151
Pitch_71,152
Pitch_72,153
Pitch_73,154
Pitch_74,155
Pitch_75,156
Pitch_76,157
Pitch_77,158
Pitch_78,159
Pitch_79,160
Pitch_80,161
Pitch_81,162
Pitch_82,163
Pitch_83,164
Pitch_84,165
Pitch_85,166
Pitch_86,167
Pitch_87,168
Pitch_88,169
Pitch_89,170
Pitch_90,171
Pitch_91,172
Pitch_92,173
Pitch_93,174
Pitch_94,175
Pitch_95,176
Pitch_96,177
Pitch_97,178
Pitch_98,179
Pitch_99,180
Position_0,181
Position_1,182
Position_10,183
Position_11,184
Position_12,185
Position_13,186
Position_14,187
Position_15,188
Position_16,189
Position_17,190
Position_18,191
Position_19,192
Position_2,193
Position_20,194
Position_21,195
Position_22,196
Position_23,197
Position_24,198
Position_3,199
Position_4,200
Position_5,201
Position_6,202
Position_7,203
Position_8,204
Position_9,205
Rest_0.1.6,206
Rest_0.2.6,207
Rest_0.3.6,208
Rest_0.4.6,209
Rest_0.5.6,210
Rest_1.0.6,211
Rest_1.1.6,212
Rest_1.2.6,213
Rest_1.3.6,214
Rest_1.4.6,215
Rest_1.5.6,216
Rest_2.0.6,217
Rest_2.1.6,218
Rest_2.2.6,219
Rest_2.3.6,220
Rest_2.4.6,221
Rest_2.5.6,222
Rest_3.0.6,223
Rest_3.1.6,224
Rest_3.2.6,225
Rest_3.3.6,226
Rest_3.4.6,227
Rest_3.5.6,228
Rest_4.0.6,229
